Woolworths Semi Dried Tomatoes In Mediterranean Herbs 135g, $2.59 / 100G
Woolworths Colossal Sicilian Olives 120g, $2.92 / 100G
Woolworths Roasted Capsicum Strips 130g, $2.69 / 100G
Don Salami Pepperoni 200g, $44.50 / 1KG
San Marino Prosciutto 100g, $75.00 / 1KG
Tasmanian Heritage Double Brie Cheese 200g, $59.75 / 1KG
San Marino Spanish Serrano 100g, $75.00 / 1KG
San Marino Danish Salami 100g, $75.00 / 1KG
Leggo's Fresh Ricotta & Vegetable Tortellini 630g, $1.75 / 100G
Primo Extra Crispy Streaky Bacon 200g, $34.00 / 1KG
Yumi's Green Goddess Burgers With Spinach Zucchini & Garden Peas 2 pack, $30.00 / 1KG
Leggo's Fresh Carbonara Sauce 450g, $1.67 / 100G
Dari's Classic Vegetable Soup 550g, $1.24 / 100G
Supreme Foods Roti Bread Canai 4 Pack 500g, $1.52 / 100G
Plantein Premium Plant Based Mince 200g, $14.75 / 1KG
Prosciutto Di San Daniele Sliced 85g, $117.65 / 1KG
Yumi's Chipotle Hommus Dip 200g, $2.25 / 100G
Mil Lel Shredded Parmesan 170g, $40.59 / 1KG
Chris' Heritage Goat Cheese & Black Truffle Dip 170g, $5.29 / 100G
Riverina Dairy Reduced Fat Fetta Cheese 1kg, $19.90 / 1KG
Salad Servers Lentil Salad With Extra Virgin Olive Oil & Lemon 600g, $1.75 / 100G
